AS_events	E2F Targets	G2M Checkpoint	Mitotic Spindle	Oxidative Phosphorylation	Myc Targets V2	Mtorc1 Signaling	DNA Repair	Estrogen Response Late	Androgen Response	Glycolysis	Unfolded Protein Response	Myogenesis	Adipogenesis	Myc Targets V1	Hedgehog Signaling	Spermatogenesis	Estrogen Response Early	Heme Metabolism	Coagulation	UV Response Dn	Interferon Alpha Response	Hypoxia	Apical Junction	Bile Acid Metabolism	Apoptosis	Complement	Protein Secretion	UV Response Up	KRAS Signaling Up	Notch Signaling	Epithelial Mesenchymal Transition	Angiogenesis	TGB Beta Signaling	KRAS Signaling Dn	Xenobiotic Metabolism	P53 Pathway	Inflammatory Response	Wnt Beta Catenin Signaling	Allograft Rejection	Peroxisome	TNFa Signaling Via NFkB	Fatty Acid Metabolism	Pancreas Beta Cells	Apical Surface	IL6 JAK STAT3 Signaling	Interferon Gamma Response	IL2 STAT5 Signaling	PI3K AKT mTOR Signaling	Reactive Oxigen Species Pathway	Cholesterol Homeostasis
METTL26_chr16_-_684888_685063_684797_686093	-0.413957241	-0.368360578	-0.381935792	0.40220222	NaN	NaN	NaN	NaN	0.355378989	NaN	NaN	NaN	NaN	NaN	NaN	-0.340716537	NaN	NaN	-0.366908118	NaN	NaN	NaN	NaN	-0.339083445	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315437062	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.301125001	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SEPT6_chrX_-_118759297_118759342_118754014_118763280	0.33077577	0.363050216	0.3083461	NaN	0.352211239	NaN	NaN	NaN	NaN	NaN	NaN	-0.311531396	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SYNE2_chr14_+_64682003_64682072_64681188_64682965	-0.552781425	-0.563800108	-0.529913537	NaN	-0.497210283	-0.441047155	-0.333877269	NaN	NaN	NaN	NaN	0.487030065	0.38328379	-0.389544192	NaN	NaN	NaN	NaN	NaN	0.312683925	NaN	0.359650127	0.336908785	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.304642235	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RP11-793H13.8_chr12_+_53858543_53858636_53856351_53859715	0.312727598	0.325051456	0.317221455	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RHOC_chr1_-_113247721_113248874_113246428_113249699	-0.360766005	-0.37902731	-0.360729989	NaN	-0.345734687	-0.31502861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARIH2_chr3_+_48962150_48962272_48960244_48982568	-0.318178766	-0.322894068	-0.346039323	NaN	NaN	-0.314058591	NaN	NaN	NaN	-0.335227535	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.307504343	-0.307354975	NaN	NaN	NaN	NaN	-0.332860725	NaN	-0.313303969	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
BIRC5_chr17_+_76218908_76219073_76212862_76219545	-0.356970684	-0.373365335	-0.333296809	NaN	-0.315574099	-0.313655565	-0.328826546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PPRC1_chr10_+_103904776_103904847_103904064_103908128	0.329880331	0.314735658	0.3408331	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TRIQK_chr8_-_93966633_93966792_93929238_93978234	NaN	NaN	NaN	0.301477705	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315131192	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
WDSUB1_chr2_-_160114455_160114496_160112886_160116320	0.328032064	0.344066483	0.322239598	NaN	0.326502567	NaN	NaN	0.304203862	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CSNK1G3_chr5_+_122941032_122941056_122940524_122950035	-0.399012618	-0.421969465	-0.381517706	NaN	-0.463184375	-0.32069058	NaN	NaN	NaN	NaN	NaN	0.392019492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KDM6A_chrX_+_44921891_44921993_44920664_44922666	-0.37868282	-0.374681841	-0.375551001	NaN	-0.308222629	-0.366123383	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MLPH_chr2_+_238443206_238443290_238434448_238448990	NaN	NaN	NaN	0.387268273	NaN	NaN	NaN	0.316397756	NaN	NaN	NaN	NaN	0.330390343	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARMC10_chr7_+_102732923_102733100_102727211_102737723	-0.326733752	-0.315356223	-0.333270839	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
HAUS7_chrX_-_152720334_152720511_152719966_152720999	-0.305273503	-0.304555519	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SNAPIN_chr1_+_153631613_153631660_153631362_153631923	0.325327453	0.35437069	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KIF13A_chr6_-_17790102_17790141_17788106_17794479	-0.420303656	-0.41397423	-0.385122248	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.385319407	0.393052115	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.355266607	0.35326591	NaN	NaN	NaN	NaN	NaN	NaN	0.305098635	0.337193032	NaN	NaN	NaN	NaN	NaN	NaN	0.317948215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
THTPA_chr14_+_24025951_24026243_24025552_24027903	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.323366112	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.314911844	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.323656961	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLC37A4_chr11_-_118897280_118897398_118896790_118897646	NaN	NaN	NaN	0.355061313	NaN	NaN	NaN	0.36646462	0.409675752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.319879548	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.319581974	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GPS1_chr17_+_80010253_80010335_80009840_80011149	0.314478868	NaN	0.330800685	-0.640175865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.538874467	NaN	0.4341298	0.469507411	NaN	NaN	NaN	NaN	0.454988273	NaN	0.347695137	NaN	NaN	NaN	NaN	NaN	0.393311517	NaN	0.300963491	0.345607071	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.326704219	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ADAM15_chr1_+_155034379_155034593_155033308_155034720	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.33859656	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.315342884	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MRPL55_chr1_-_228296137_228296722_228296022_228296961	-0.393097841	-0.36598558	-0.393235469	0.488275727	NaN	NaN	NaN	NaN	NaN	-0.350036792	NaN	NaN	NaN	NaN	NaN	-0.534704956	NaN	-0.407787882	-0.407465243	NaN	NaN	NaN	NaN	-0.427163559	NaN	-0.388126074	NaN	NaN	NaN	NaN	NaN	-0.33718969	NaN	-0.367411027	-0.327472171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.358088365	NaN	NaN	NaN	NaN	NaN	NaN	NaN
GUSB_chr7_-_65439905_65440058_65439691_65441001	NaN	NaN	NaN	0.423888033	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.338807556	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KANK2_chr19_-_11306297_11306496_11305266_11308160	-0.427190467	-0.415863977	-0.454141492	0.500938433	NaN	-0.341353425	NaN	NaN	NaN	-0.429302236	NaN	NaN	NaN	NaN	NaN	-0.463086135	NaN	-0.458442694	-0.470136971	NaN	NaN	NaN	NaN	-0.4840876	NaN	-0.446589504	NaN	NaN	NaN	NaN	NaN	-0.380735171	NaN	-0.349669026	-0.385917478	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.351205455	NaN	NaN	NaN	NaN	NaN	NaN	NaN
RPL17_chr18_-_47018105_47018203_47017954_47018644	NaN	NaN	NaN	-0.472251778	NaN	NaN	NaN	NaN	NaN	NaN	-0.377970676	NaN	NaN	-0.308906677	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
COBL_chr7_-_51240152_51240227_51204028_51251798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.302497968	0.314591739	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
AURKA_chr20_-_54963742_54963840_54963258_54966998	NaN	-0.310111393	NaN	0.302602553	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ARHGEF10L_chr1_+_17975048_17975170_17966797_17981130	NaN	NaN	NaN	0.307986545	NaN	NaN	0.321297048	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.305797654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
NT5C2_chr10_-_104871501_104871562_104866463_104899162	NaN	-0.32092622	NaN	-0.324338077	-0.395295402	-0.400409598	-0.355996783	-0.373537905	-0.320481454	-0.321622984	-0.415051465	NaN	NaN	NaN	-0.31817311	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
POFUT2_chr21_-_46697147_46697688_46697057_46698017	NaN	NaN	NaN	-0.304318807	-0.350479701	-0.340863153	-0.389060517	-0.345004326	NaN	-0.369024053	-0.414598782	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.316447315	NaN	NaN	NaN	NaN	-0.300518362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LINC01881_chr2_+_243058333_243058383_243037178_243061115	-0.419210431	-0.413166219	-0.358989396	0.373397533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.309460496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.318728972	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TATDN2_chr3_+_10320347_10320444_10320146_10320568	-0.382815744	-0.35578496	-0.375513033	NaN	NaN	-0.327627266	-0.316832505	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ABHD4_chr14_+_23074692_23074772_23072984_23075327	-0.360015435	-0.38945963	-0.367504861	NaN	-0.329811644	-0.357371893	-0.328130184	NaN	NaN	-0.319833911	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
C16orf58_chr16_-_31510813_31510846_31508271_31512006	NaN	NaN	NaN	0.403342059	NaN	NaN	NaN	0.371275236	0.412935953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CWC25_chr17_-_36966528_36966653_36966018_36966720	-0.485417091	-0.513208134	-0.477312259	NaN	-0.480611152	-0.50885481	-0.541048476	-0.346366529	NaN	-0.443105623	-0.382911426	NaN	NaN	NaN	-0.393627364	NaN	NaN	NaN	NaN	NaN	-0.385015516	NaN	NaN	NaN	NaN	NaN	NaN	-0.329442743	-0.304146113	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.323181989	NaN	-0.310054498	NaN	NaN	NaN	NaN	NaN	-0.305170129	NaN	NaN	NaN	NaN	NaN
ROGDI_chr16_-_4851267_4851322_4850579_4851503	0.423314051	0.459204635	0.394163487	NaN	0.463428559	0.405429613	0.476130116	NaN	0.314342299	NaN	0.317603556	NaN	NaN	NaN	0.361924026	NaN	NaN	NaN	NaN	NaN	0.319559721	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DIS3L2_chr2_+_233063236_233063486_233028342_233075035	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.397265966	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.318797141	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.310822529	-0.332806828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ADAM15_chr1_+_155034051_155034122_155033965_155034720	-0.316329195	-0.331412284	NaN	NaN	-0.337288313	NaN	-0.379479171	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
VRK3_chr19_-_50500760_50500827_50498532_50504046	NaN	NaN	NaN	0.390633116	0.324429068	NaN	0.310662688	0.342349373	0.365839146	NaN	0.303833209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
S100A13_chr1_-_153600596_153600713_153600074_153603486	-0.333317525	-0.34687491	-0.325576165	NaN	-0.343590659	-0.427918209	-0.381545372	-0.300404859	NaN	-0.437151663	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306653149	NaN	NaN	NaN	NaN	-0.310241929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.301359406	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
LRRC75A-AS1_chr17_+_16342894_16343017_16342728_16343498	0.319619238	0.334995675	0.340042584	NaN	NaN	0.31866556	NaN	NaN	NaN	0.353414076	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.34178972	NaN	NaN	NaN	NaN	0.375449744	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TANGO2_chr22_+_20040882_20041074_20040107_20043465	NaN	NaN	NaN	0.393078004	NaN	NaN	NaN	0.394170719	0.317326552	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CSGALNACT1_chr8_-_19315040_19315327_19297442_19315936	-0.306183888	-0.333485372	-0.304168434	NaN	NaN	-0.309339142	-0.364146712	NaN	NaN	NaN	-0.327679858	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
FBXW8_chr12_+_117387422_117387511_117383333_117402501	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.343001664	0.309674398	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
SLMAP_chr3_+_57911571_57911661_57908750_57913022	NaN	NaN	NaN	NaN	-0.30268703	NaN	NaN	NaN	NaN	NaN	NaN	0.381026986	0.30450504	NaN	NaN	NaN	NaN	NaN	NaN	0.392111389	NaN	0.330246389	0.34874277	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.35376596	NaN	NaN	NaN	NaN	NaN	NaN	0.327107473	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.312638474	NaN	NaN	NaN
COL4A5_chrX_+_107913457_107913466_107911734_107920729	NaN	NaN	NaN	0.352132091	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.316689009	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PDCD10_chr3_-_167443188_167443261_167438061_167452593	-0.372867776	-0.346580179	-0.38833229	0.376665918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
PLA2G15_chr16_+_68282471_68282595_68279456_68283192	NaN	NaN	NaN	NaN	NaN	-0.30468687	-0.304362762	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
KCTD17_chr22_+_37456862_37456962_37455478_37457578	-0.350772235	-0.327886389	-0.353261269	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.308296304	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
DDR1_chr6_+_30853401_30853457_30850942_30856464	-0.353520452	-0.355179921	-0.312494324	NaN	-0.304857962	-0.316785139	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
EIF4A2_chr3_+_186506098_186506209_186505671_186506913	NaN	NaN	NaN	-0.3471107	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.372449667	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
TNK2_chr3_-_195609156_195609199_195606046_195610027	NaN	NaN	NaN	0.36744585	NaN	NaN	NaN	0.311644827	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ENOSF1_chr18_-_678695_678737_677872_683245	NaN	0.30766924	NaN	NaN	0.302215798	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
CDIPT_chr16_-_29873906_29873956_29872580_29874135	NaN	NaN	NaN	0.444066877	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.378548353	NaN	NaN	-0.367434361	NaN	NaN	NaN	NaN	-0.33103594	NaN	-0.301839273	NaN	NaN	NaN	NaN	NaN	-0.315767474	NaN	NaN	-0.312705393	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
MPDZ_chr9_-_13186268_13186385_13183584_13188782	NaN	NaN	NaN	0.321734186	NaN	NaN	NaN	0.306836678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
